Unnamed: 0,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,fps,duration,num_frames,segment_start,segment_end,cycle_start_id,prediction,mae,obo
2,cow_bite,2f4338b600baddf8b021162744427b9faaf7ec28230638ceeffadbfafd86ba44_2.mp4,11,0,18.0,18.0,38.0,38.0,55.0,55.0,74.0,74.0,91.0,91.0,112.0,112.0,127.0,127.0,145.0,145.0,162.0,162.0,179.0,179.0,186.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,10.5833333333333,254,0,254,0,9.0,0.18181818180165288,0.0
22,cow_bite,284d9ee203882c3bcc2dff888d49ba6ea4da8fbd943e8eab4ff2dc54ae719e55_1.mp4,15,0,23.0,23.0,46.0,46.0,75.0,75.0,99.0,99.0,125.0,125.0,146.0,146.0,169.0,169.0,191.0,191.0,211.0,211.0,235.0,235.0,257.0,257.0,279.0,279.0,298.0,298.0,326.0,326.0,336.0,,,,,,,,,,,,,,,,,24.0,15.2083333333333,365,0,365,0,12.0,0.19999999998666668,0.0
26,cow_bite,884d5cc9ca1caa87c9638e04e2c96996d4ed373050e94e8ea4956a8213b8dd67_1.mp4,2,0,80.0,80.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,12.84,321,0,321,0,1.0,0.49999999975,1.0
31,cow_bite,2052108669082759e3e4b26bcff213b8a64e09a17d501ccb06bb477b4706323e_2.mp4,8,0,24.0,24.0,49.0,49.0,72.0,72.0,93.0,93.0,117.0,117.0,139.0,139.0,161.0,161.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,14.5833333333333,350,0,350,0,6.0,0.24999999996875,0.0
36,cow_bite,b57a702fc0cade7763d6c30dbdd01970007eb537e18fc759f2e55132075d36db_1.mp4,10,0,33.0,33.0,54.0,54.0,131.0,131.0,158.0,158.0,176.0,176.0,198.0,198.0,222.0,222.0,250.0,250.0,399.0,399.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,2.71666666666667,326,0,326,0,9.0,0.09999999999,1.0
38,cow_bite,b57a702fc0cade7763d6c30dbdd01970007eb537e18fc759f2e55132075d36db_3.mp4,19,0,27.0,27.0,49.0,49.0,72.0,72.0,99.0,99.0,129.0,129.0,148.0,148.0,179.0,179.0,204.0,204.0,228.0,228.0,251.0,251.0,282.0,282.0,307.0,307.0,333.0,333.0,359.0,359.0,387.0,387.0,411.0,411.0,436.0,436.0,460.0,460.0,475.0,,,,,,,,,120.0,3.31666666666667,398,0,398,0,19.0,0.0,1.0
41,cow_bite,cd4bc06caf8ea3015a8af0deaace4d3747268f55194cad3992097a5f6dc82b6c_2.mp4,16,0,16.0,16.0,40.0,40.0,64.0,64.0,86.0,86.0,111.0,111.0,133.0,133.0,157.0,157.0,178.0,178.0,200.0,200.0,225.0,225.0,244.0,244.0,269.0,269.0,292.0,292.0,312.0,312.0,329.0,329.0,338.0,,,,,,,,,,,,,,,24.0,19.4166666666667,466,0,466,0,16.0,0.0,1.0
46,cow_bite,f53de12a897705fdec98d52bd3cc1d67ef9293a28f33e765569ca89a7dca1f8b_1.mp4,6,0,22.0,22.0,43.0,43.0,62.0,62.0,82.0,82.0,103.0,103.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,6.45833333333333,155,0,155,0,7.0,0.16666666663888888,1.0
99,cow_bite,f1d7776709de43cf15b296f7410215dc01337eaafbef601f88711ded104228f7.mp4,11,0,29.0,29.0,56.0,56.0,85.0,85.0,117.0,117.0,145.0,145.0,170.0,170.0,195.0,195.0,216.0,216.0,240.0,240.0,260.0,260.0,269.0,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11.08,277,0,277,0,11.0,0.0,1.0
104,cow_bite,e7602fc66ce71be9449c073a7339f9d046bd068392f8e54fdc21e4a79c512049.mp4,9,30,73.0,73.0,123.0,123.0,170.0,170.0,220.0,220.0,265.0,265.0,318.0,318.0,360.0,360.0,407.0,407.0,431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.525,183,0,183,0,9.0,0.0,1.0
107,cow_bite,dccdc97751e3e356755689824bf932d54821379c67186e6f327f7c5eceddbba0.mp4,6,1,62.0,62.0,114.0,114.0,160.0,160.0,213.0,213.0,263.0,263.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.09166666666667,131,0,131,0,6.0,0.0,1.0
147,cow_bite,6302b3ae5e0a75173e947a89f3294e5a3cb8a358ebf9f12518567a6e0001f62e.mp4,3,113,162.0,162.0,220.0,220.0,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.3,156,0,156,0,3.0,0.0,1.0
149,cow_bite,4819c1c66e92b07dd36dbdabe50f5c87eef78897dc2bc3c59a12f0850e6e57e6.mp4,10,7,31.0,31.0,60.0,60.0,83.0,83.0,104.0,104.0,124.0,124.0,145.0,145.0,165.0,165.0,192.0,192.0,213.0,213.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,9.68,242,0,242,0,10.0,0.0,1.0
151,cow_bite,3096a7faf2d7ad11f84f2d0897baf88c6eb8d57db76576ab0d1e443892c6ab4c.mp4,15,7,41.0,41.0,86.0,86.0,122.0,122.0,166.0,166.0,204.0,204.0,246.0,246.0,285.0,285.0,330.0,330.0,377.0,377.0,422.0,422.0,463.0,463.0,504.0,504.0,551.0,551.0,597.0,597.0,609.0,,,,,,,,,,,,,,,,,23.9166666666667,10.411149825784,249,0,249,0,14.0,0.06666666666222222,1.0
161,cow_bite,416bb2e70f4c389a83de1d101ce26d359a9f5d241ef97c09737114cd4730f697.mp4,8,43,90.0,90.0,138.0,138.0,189.0,189.0,245.0,245.0,290.0,290.0,328.0,328.0,378.0,378.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.425,171,0,171,0,8.0,0.0,1.0
162,cow_bite,348db341e9e54a9d7f436deb5ba2e8fbe39dc587bdb407d0d8d4a777623dbe05.mp4,3,65,127.0,127.0,178.0,178.0,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,0.816666666666667,98,0,98,0,2.0,0.3333333332222222,1.0
169,cow_bite,40ce4ef2c764e6f9d7437ee6dc40ad3c536245832e33eca47f787c0429cda114.mp4,2,0,49.0,49.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.0,120,0,120,0,2.0,0.0,1.0
185,cow_bite,5ef92e55c366385331d55c4afa86ca33a75109a9c309e2975291280f4870b835.mp4,16,36,98.0,98.0,135.0,135.0,178.0,178.0,224.0,224.0,269.0,269.0,594.0,594.0,647.0,647.0,702.0,702.0,748.0,748.0,791.0,791.0,851.0,851.0,889.0,889.0,938.0,938.0,973.0,973.0,1024.0,1024.0,1046.0,,,,,,,,,,,,,,,120.0,3.50833333333333,421,0,421,0,19.0,0.18749999998828126,0.0
189,cow_bite,3e91b50dbd3df81d0123dee26217f5ffb67608de79f846a9892219b32101ef24.mp4,9,0,47.0,47.0,90.0,90.0,139.0,139.0,194.0,194.0,250.0,250.0,301.0,301.0,362.0,362.0,407.0,407.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,1.51666666666667,182,0,182,0,9.0,0.0,1.0
194,cow_bite,2a34f8146011b9616069c1f9a242ff5a2700ec7e88026df228583c1b51d7382c.mp4,10,11,33.0,33.0,59.0,59.0,81.0,81.0,101.0,101.0,122.0,122.0,147.0,147.0,168.0,168.0,192.0,192.0,216.0,216.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,9.44,236,0,236,0,10.0,0.0,1.0
